,asin,title,max_aspect_word,sentiment,reviewText,summary,overall,compound_nouns,aspect_keywords
58,8862933185,"Moleskine Passion Journal Hard Cover Notebook, Wellness, Large (5&quot; x 8.25&quot;) - Passion Journal for Wellness Journaling, Wellness Book with Tab Organization, Track Healthy Lifestyle Goals",workable plan,neu,1,1,1,1,1
59,8862933185,"Moleskine Passion Journal Hard Cover Notebook, Wellness, Large (5&quot; x 8.25&quot;) - Passion Journal for Wellness Journaling, Wellness Book with Tab Organization, Track Healthy Lifestyle Goals",why put,neu,1,1,1,1,1
60,8862933185,"Moleskine Passion Journal Hard Cover Notebook, Wellness, Large (5&quot; x 8.25&quot;) - Passion Journal for Wellness Journaling, Wellness Book with Tab Organization, Track Healthy Lifestyle Goals",well appointed,neu,1,1,1,1,1
61,8862936508,Moleskine Folio Professional Stick Notes - Full Color: 18 Packs of 20 Stick Notes: 360 Stick Notes,Great sizes,neu,1,1,1,1,1
62,8862937628,Moleskine Le Petit Prince Plain Pocket,original illustrations,neu,1,1,1,1,1
63,8862933185,"Moleskine Passion Journal Hard Cover Notebook, Wellness, Large (5&quot; x 8.25&quot;) - Passion Journal for Wellness Journaling, Wellness Book with Tab Organization, Track Healthy Lifestyle Goals",different elements,neu,1,1,1,1,1
64,8862933185,"Moleskine Passion Journal Hard Cover Notebook, Wellness, Large (5&quot; x 8.25&quot;) - Passion Journal for Wellness Journaling, Wellness Book with Tab Organization, Track Healthy Lifestyle Goals",complete entry,neu,1,1,1,1,1
65,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",somehow misplaced,neu,1,1,1,1,1
66,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",so thought,neu,1,1,1,1,1
67,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",so many tabs,neu,1,1,1,1,1
68,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",so many notes,neu,1,1,1,1,1
69,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",so customize,neu,1,1,1,1,1
70,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",small side,neu,1,1,1,1,1
71,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",single place,neu,1,1,1,1,1
72,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",simple recipe,neu,1,1,1,1,1
73,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",shorter recipes,neu,1,1,1,1,1
74,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",several pages,neu,1,1,1,1,1
75,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",several Moleskine notebooks,neu,1,1,1,1,1
76,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",serious films,neu,1,1,1,1,1
77,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",see here,neu,1,1,1,1,1
78,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",special book,neu,1,1,1,1,1
79,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",sane person,neu,1,1,1,1,1
80,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",same amount,neu,1,1,1,1,1
81,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",rounded corners,neu,1,1,1,1,1
82,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",regular notedinner recipe book,neu,1,1,1,1,1
83,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",recently got,neu,1,1,1,1,1
84,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",really like,pos,1,1,1,1,1
85,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",really great price,pos,1,1,1,1,1
86,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",rather long recipe,neu,1,1,1,1,1
87,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",quick recipes,neu,1,1,1,1,1
88,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",quick ideas,neu,1,1,1,1,1
89,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",put too,neu,1,1,1,1,1
90,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",professional home chefs,neu,1,1,1,1,1
91,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",probably repurposed,neu,1,1,1,1,1
92,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",probably ignore,neu,1,1,1,1,1
93,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",same name,neu,1,1,1,1,1
94,8862933185,"Moleskine Passion Journal Hard Cover Notebook, Wellness, Large (5&quot; x 8.25&quot;) - Passion Journal for Wellness Journaling, Wellness Book with Tab Organization, Track Healthy Lifestyle Goals",cool sections,neu,1,1,1,1,1
95,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",take home,neu,1,1,1,1,1
96,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",then remember,neu,1,1,1,1,1
97,8862933185,"Moleskine Passion Journal Hard Cover Notebook, Wellness, Large (5&quot; x 8.25&quot;) - Passion Journal for Wellness Journaling, Wellness Book with Tab Organization, Track Healthy Lifestyle Goals",blank pages,neu,1,1,1,1,1
98,8862933185,"Moleskine Passion Journal Hard Cover Notebook, Wellness, Large (5&quot; x 8.25&quot;) - Passion Journal for Wellness Journaling, Wellness Book with Tab Organization, Track Healthy Lifestyle Goals",big fan,neu,1,1,1,1,1
99,8862933185,"Moleskine Passion Journal Hard Cover Notebook, Wellness, Large (5&quot; x 8.25&quot;) - Passion Journal for Wellness Journaling, Wellness Book with Tab Organization, Track Healthy Lifestyle Goals",basic info,neu,1,1,1,1,1
100,8862933185,"Moleskine Passion Journal Hard Cover Notebook, Wellness, Large (5&quot; x 8.25&quot;) - Passion Journal for Wellness Journaling, Wellness Book with Tab Organization, Track Healthy Lifestyle Goals",attractive formats,neu,1,1,1,1,1
101,8862933185,"Moleskine Passion Journal Hard Cover Notebook, Wellness, Large (5&quot; x 8.25&quot;) - Passion Journal for Wellness Journaling, Wellness Book with Tab Organization, Track Healthy Lifestyle Goals",always looking,neu,1,1,1,1,1
102,8862933185,"Moleskine Passion Journal Hard Cover Notebook, Wellness, Large (5&quot; x 8.25&quot;) - Passion Journal for Wellness Journaling, Wellness Book with Tab Organization, Track Healthy Lifestyle Goals",also wrote,neu,1,1,1,1,1
103,8862933185,"Moleskine Passion Journal Hard Cover Notebook, Wellness, Large (5&quot; x 8.25&quot;) - Passion Journal for Wellness Journaling, Wellness Book with Tab Organization, Track Healthy Lifestyle Goals",absolutely recommend,neu,1,1,1,1,1
104,8862933185,"Moleskine Passion Journal Hard Cover Notebook, Wellness, Large (5&quot; x 8.25&quot;) - Passion Journal for Wellness Journaling, Wellness Book with Tab Organization, Track Healthy Lifestyle Goals",Great product,pos,1,1,1,1,1
105,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",writing though,neu,1,1,1,1,1
106,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",write somewhere,neu,1,1,1,1,1
107,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",why laid,neu,1,1,1,1,1
108,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",wherever go,neu,1,1,1,1,1
109,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",where write,neu,1,1,1,1,1
110,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",themed designs,neu,1,1,1,1,1
111,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",where see,neu,1,1,1,1,1
112,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",when saw,neu,1,1,1,1,1
113,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",when got,neu,1,1,1,1,1
114,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",when found,neu,1,1,1,1,1
115,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",when filled,neu,1,1,1,1,1
116,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",when cooking,neu,1,1,1,1,1
117,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",well spent,neu,1,1,1,1,1
118,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",well laid,neu,1,1,1,1,1
119,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",usually need,neu,1,1,1,1,1
120,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",usual Moleskine bookmarks,neu,1,1,1,1,1
121,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",use yet,neu,1,1,1,1,1
122,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",unmarked tabs,neu,1,1,1,1,1
123,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",traditional dishes,neu,1,1,1,1,1
124,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",third one,neu,1,1,1,1,1
125,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",when start,neu,1,1,1,1,1
126,8862933177,"Moleskine Passion Journal - Film, Large, Hard Cover (5 x 8.25)",previous comments,neu,1,1,1,1,1
127,8862937628,Moleskine Le Petit Prince Plain Pocket,same quality craftmanship,neu,1,1,1,1,1
128,8862937628,Moleskine Le Petit Prince Plain Pocket,thrilled to receive,pos,1,1,1,1,1
129,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),still use,neu,1,1,1,1,1
130,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),special outings,neu,1,1,1,1,1
131,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),sparkly rondelles,neu,1,1,1,1,1
132,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),sharply cut,neu,1,1,1,1,1
133,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),send back,neu,1,1,1,1,1
134,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),same quality,neu,1,1,1,1,1
135,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),really recommend,pos,1,1,1,1,1
136,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),poor quality,neu,1,1,1,1,1
137,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),other bead groups,neu,1,1,1,1,1
138,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),ordered again,neu,1,1,1,1,1
139,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),order again,neu,1,1,1,1,1
140,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),nicely packaged,pos,1,1,1,1,1
141,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),nice look,pos,1,1,1,1,1
142,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),vintage beads,neu,1,1,1,1,1
143,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),just wish,neu,1,1,1,1,1
144,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),great sparkle,pos,1,1,1,1,1
145,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),great feeler accents,pos,1,1,1,1,1
146,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),good description,pos,1,1,1,1,1
147,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),different size,neu,1,1,1,1,1
148,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),different look,neu,1,1,1,1,1
149,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),definitely purchase,pos,1,1,1,1,1
150,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),bring together,neu,1,1,1,1,1
151,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),black beads,neu,1,1,1,1,1
152,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),beautiful price,pos,1,1,1,1,1
153,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),awesome buy,pos,1,1,1,1,1
154,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),However compare,neu,1,1,1,1,1
155,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),Great pieces,neu,1,1,1,1,1
156,9578232225,100 Pcs Swarovski Crystal Rondelle Spacer Bead Silver Plated 8mm Jet Black (280),well made,pos,1,1,1,1,1
157,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),just received,neu,1,1,1,1,1
158,9578232225,100 Pcs Swarovski Crystal Rondelle Spacer Bead Silver Plated 8mm Jet Black (280),very high class,neu,1,1,1,1,1
159,9628676717,100 Pcs Swarovski Crystal Rondelle Spacer Bead Black Plated 8mm Crystal White (001),when received,neu,1,1,1,1,1
160,9801445491,yarn bowl (7&quot; X4&quot;),Smooth finish,neu,1,1,1,1,1
161,B0000302YN,"Dremel 290-01 0.2 Amp 7,200 Stroke Per Minute Engraver includes Letter and Number Template",extra bits,neu,1,1,1,1,1
162,B000003OP3,Don't Let Me Cross Over,plain old hicks,neu,1,1,1,1,1
163,B000003OP3,Don't Let Me Cross Over,old time,neu,1,1,1,1,1
164,B000003OP3,Don't Let Me Cross Over,old school country,neu,1,1,1,1,1
165,B000003OP3,Don't Let Me Cross Over,old cd,neu,1,1,1,1,1
166,B000003OP3,Don't Let Me Cross Over,more product,neu,1,1,1,1,1
167,B000003OP3,Don't Let Me Cross Over,how explain,neu,1,1,1,1,1
168,B000003OP3,Don't Let Me Cross Over,great gift,pos,1,1,1,1,1
169,B000003OP3,Don't Let Me Cross Over,classic core country,neu,1,1,1,1,1
170,9974314372,Malabrigo Sock yarn (416 - Indecita),well packaged,neu,1,1,1,1,1
171,9974314372,Malabrigo Sock yarn (416 - Indecita),vibrant colors,neu,1,1,1,1,1
172,9974314372,Malabrigo Sock yarn (416 - Indecita),so will,neu,1,1,1,1,1
173,9974314372,Malabrigo Sock yarn (416 - Indecita),shipped immediately,neu,1,1,1,1,1
174,9801445491,yarn bowl (7&quot; X4&quot;),Great craftsmanship,pos,1,1,1,1,1
175,9974314372,Malabrigo Sock yarn (416 - Indecita),purchase again,neu,1,1,1,1,1
176,9974314372,Malabrigo Sock yarn (416 - Indecita),more solid color,pos,1,1,1,1,1
177,9974314372,Malabrigo Sock yarn (416 - Indecita),excited to find,neu,1,1,1,1,1
178,9974314372,Malabrigo Sock yarn (416 - Indecita),even stitches,neu,1,1,1,1,1
179,9974314372,Malabrigo Sock yarn (416 - Indecita),bought ago,neu,1,1,1,1,1
180,9974314372,Malabrigo Sock yarn (416 - Indecita),WHY come,neu,1,1,1,1,1
181,9801445491,yarn bowl (7&quot; X4&quot;),recently rediscovered,neu,1,1,1,1,1
182,9801445491,yarn bowl (7&quot; X4&quot;),really solved,neu,1,1,1,1,1
183,9801445491,yarn bowl (7&quot; X4&quot;),perfect weight,neu,1,1,1,1,1
184,9801445491,yarn bowl (7&quot; X4&quot;),other yarn yarn bowls,neu,1,1,1,1,1
185,9801445491,yarn bowl (7&quot; X4&quot;),looking solution,pos,1,1,1,1,1
186,9801445491,yarn bowl (7&quot; X4&quot;),great gift,pos,1,1,1,1,1
187,9801445491,yarn bowl (7&quot; X4&quot;),fit easily,pos,1,1,1,1,1
